class,class_name,title,description
1,World,Allawi Declares Martial Law in Iraq,Iraq's interim government announced a state of emergency on Sunday as the country braced for a massive U.S. military assault on Fallujah. Latest insurgent attacks kill 21 police officers in towns west of Fallujah.
4,Sci/Tech,Canada considers curbs on emissions,"Under pressure to reduce greenhouse gases, top Canadian officials are pushing for the government to follow California #39;s sweeping plan to regulate carbon dioxide emissions from cars and trucks."
3,Business,Delta Details Job Cuts Plan (Reuters),"Reuters - Delta Air Lines Inc. , the No.\3 U.S. carrier, said on Sunday it will cut 2,000\aircraft-maintenance jobs, up to 3,100 customer-service jobs,\and between 1,600 and 1,800 supervisory and administrative\personnel as part of a previously announced plan to cut total\staffing by 7,000."
3,Business,"Gold May Top 15-Year High as Dollar #39;s Value Falls, Survey Says","Gold may top a 15-year high of \$435 an ounce on speculation the re-election of US President George W. Bush will erode the dollar #39;s value and make precious metals more appealing than US stocks and bonds, a survey showed."
1,World,Report Probes Gifts to Schwarzenegger Aides (AP),"AP - Top aides to Gov. Arnold Schwarzenegger have skirted state regulations limiting gifts from special interest groups by spreading them around through their families, the Los Angeles Times reported Sunday."
1,World,British police search for clues on the train crash that killed 7 (Canadian Press),Canadian Press - LONDON (AP) - Police on Sunday searched the site of a train crash that killed seven people and seriously injured 11 for clues to what caused a car to be on the tracks as the high-speed train approached.
1,World,US heading into major urban assault in Iraq,"More than 10,000 US forces are poised to attack and occupy the rebel operations base of Fallujah."
3,Business,Microsoft seeks pre-dividend shift in stock plan,"SEATTLE - For Microsoft Corp. shareholders, the holidays will likely come early this year in the form of a one-time \$3 dividend thats part of the companys plan to return some of its \$64."
2,Sports,La Liga Sunday Wrap: Real Go Second As Ches Crash Again,"After leaders Barcelona equalled their best ever start to a season, coming from behind on Saturday night to make it 26 points out of a possible 30 with a 2-1 win over Deportivo, arch-rivals Real Madrid moved up to second in La Liga with a 2-0 victory at "
2,Sports,"Steelers, Bettis overwhelm undefeated Eagles","PITTSBURGH 27, PHILADELPHIA 3 -- PITTSBURGH (Ticker) -- The Pittsburgh Steelers celebrated the 25th anniversary of their Super Bowl XIV title team."
2,Sports,Doubt removed: Steelers simply looking Super,"Two weeks ago, the NFL was as certain and predictable as a German train schedule. All you needed to do was page ahead to February to see which two trains were going to meet at the Super Bowl station."
3,Business,Australian Job Advertisements Rose 5 Last Month (Update2),The number of jobs advertised in major Australian newspapers rose in October to the highest level since January 2001 as employers face difficulties finding workers as the economy expands.
4,Sci/Tech,On-Demand Apps Break Enterprise Barriers (TechWeb),"TechWeb - Now with easy customization and process integration, will utility apps dominate?"
2,Sports,Goosen Does Unthinkable and Gets Woods Thinking,"When Tiger Woods and Jay Haas faltered, Retief Goosen knew how to finish, with a brilliant six-under-par 64 and a victory at the Tour Championship."
4,Sci/Tech,Tesco launches music download business,"Leading supermarket chain Tesco has launched a music download service, entering a market dominated by Apple Computer #39;s iTunes."
2,Sports,Bears 28 Giants 21,"EAST RUTHERFORD, NJ Anthony Thomas ran for two touchdowns and the Chicago Bears forced five turnovers in a 28-to-21 win over the New York Giants."
3,Business,China to cut public spending in 2005,The Chinese Government will trim spending next year in an effort to slow economic growth to a more sustainable pace. Vice Finance Minister Lou Jiwei says China will reduce the 
1,World,Africa ; Majority backs Macedonia #39;s multi-ethnic future,"The Socialist-led coalition government is committed to achieving membership of NATO and the EU, which has sent a questionnaire containing 3,000 questions that Macedonia must answer before talks about membership of the bloc can start."
4,Sci/Tech,Microsoft Seeks Video Game Winner With Halo 2,"mostly men in their late teens and 20 #39;s - will line up near Union Square in New York, eagerly awaiting their first glimpse of the sequel to a science-fiction blockbuster."
2,Sports,"Lakers Defeat Hawks, 106-90 (AP)","AP - Kobe Bryant scored 24 points, Caron Butler added 22, and the Los Angeles Lakers handed Atlanta its third straight lopsided loss, beating the winless Hawks 106-90 Sunday night."
3,Business,No going back on reforms: PM,"THE HAGUE (THE NETHERLANDS): Assuring foreign investors of continuity in policies and that India will never become an  quot;international liability, quot; Prime Minister Manmohan Singh said there was no question of going back on the economic reforms initiated 13 "
1,World,"Preliminary nuclear pact OK'd, Iran says","TEHRAN -- Hoping to avoid a UN showdown, Iran and the European Union's three big powers reached a preliminary agreement over Tehran's nuclear program, Iran's chief negotiator said yesterday."
3,Business,"Tokyo stocks finish lower, US dollar slides against euro, yen? &lt;b&gt;...&lt;/b&gt;",Tokyo stocks finished lower Monday as investors took profits from recent gains. The US dollar fell to an all-time low against the euro and a seven-month low against the Japanese yen amid worries about the US current account and budget deficits.
2,Sports,"Arizona trips inept, 1-8 Miami"," quot;You go four years and win over 10 games a year, and it #39;s taken for granted, quot; he said.  quot;We did not play any harder when we were winning 10 and 11 a year, I promise you that."
4,Sci/Tech,"Fast Arctic Thaw Threatens People, Polar Bears (Reuters)","Reuters - Global warming is heating the Arctic\almost twice as fast as the rest of the planet in a thaw that\threatens the livelihoods of millions of people and could wipe\out polar bears by 2100, an eight-nation report said on Monday."
1,World,Mounting concern Blunkett used tabloids to wreck lover #39;s marriage,DAVID Blunketts pregnant former lover and her family believe he colluded with Britains most salacious tabloid newspaper in a desperate attempt to break up her marriage.
2,Sports,Safin out to catch Federer express,"Marat Safin, back to his best with a record-equalling third Paris Masters title, hopes to be a match for world No1 Roger Federer next year."
2,Sports,Radcliffe wins New York marathon; makes up for Olympic dropout?,"New York, Nov 8 - Paula Radcliffe has won the New York Marathon in a triumph of the human spirit to come back 11 weeks after crashing out of the Olympic marathon in Athens as well as the 10,000 metres finals."
1,World,BA earnings up,"British Airways, Europe #39;s second-biggest airline, says second-quarter operating profit rose 23 percent on tighter costs and higher passenger numbers."
4,Sci/Tech,When jammers meet the jetpods,"LONDON: If your city #39;s increasing traffic leaves you with nothing but a headache, here is a  #39;godsend vehicle #39; that promises to make life easier."
3,Business,CBI issues skills warning,"The CBI has warned that there will be no jobs for unskilled workers in Britain within 10 years. Speaking on the opening day of the business organisation #39;s annual conference in Birmingham, director general "
3,Business,British Airways profits soar,"British Airways today reported further progress in its recovery as it made a half-year pre-tax profit of 335m, but said higher fuel costs remained a concern."
3,Business,BT set to re-enter US market with \$1bn purchase,"BT Group is poised for a surprise return to the US market with a planned \$1bn acquisition of Infonet Services, a California-based telecoms service provider."
4,Sci/Tech,Some Retailers Offering Online Rebates,"The rebate check is no longer a reward reserved for penny-pinchers with an abundance of paperwork skills and patience. Paperless, online rebates are finally gaining momentum in retail, an industry that has long offered customers electronic options for virtually every other type of transaction, from simple purchases to coupons."
4,Sci/Tech,Windows War of Words,"Corporate IT users are getting caught in the middle of another spin war between Microsoft Corp. and the Linux and Unix communities, most recently Novell Inc."
1,World,State of emergency declared in Iraq as police officers massacred,"BAGHDAD, Nov 7 (AFP) - Prime Minister Iyad Allawi on Sunday declared a state of emergency in Iraq to combat spiralling violence as 21 police officers were shot dead execution-style in a dawn ambush on their stations."
3,Business,Novell OKs \$536 Mln Microsoft Settlement,"Novell Inc. (NOVL.O: Quote, Profile, Research) on Monday said it had reached a settlement with software maker Microsoft Corp. (MSFT."
2,Sports,Tiger pushes Ernie into third,"Although he was well-beaten by Retief Goosen in Sunday #39;s final round of The Tour Championship in Atlanta, there has been some compensation for the former world number one, Tiger Woods."
4,Sci/Tech,Apple iPod Photo,&lt;strong&gt;Preview&lt;/strong&gt; There's only one in Europe - and we had a look
3,Business,Novell accepts \$536 million to settle antitrust case with &lt;b&gt;...&lt;/b&gt;,Novell has settled its long-standing NetWare anti-trust claim with Microsoft - to the tune of \$536 - but in the same announcement reveals plans to launch a second claim relating to WordPerfect.
1,World,Kazakhstan mining blast kills 18,"At least 18 miners have died and three are missing in a methane gas blast in Kazakhstan, officials say."
2,Sports,"Mauresmo shows strength, maturity","Earlier in her career, she might have melted down. She might have bounced her racket, flailed her arms and wildly scolded herself after double-faulting to lose the first set of a championship match."
3,Business,"Court case an attempt to distract shareholders, says Harmony",Johannesburg - Harmony on Monday accused Gold Fields Limited of diverting attention from its own shortcomings by trying to stop a hostile take-over bid in the United States courts.
1,World,Blunkett #39;s ex  #39;asks to testify #39;,"David Blunkett #39;s former lover has asked to put her side of the story to the inquiry into his professional conduct, a newspaper has claimed."
2,Sports,Germany: Bayern close in,BAYERN Munich put their painful midweek European defeat to Juventus behind them with a 3-0 triumph over Hannover at the Olympic Stadium on Saturday.
4,Sci/Tech,Australian Imprisoned for Online Scam (AP),AP - A Sydney man was imprisoned for more than five years Monday for duping people into sending him millions of dollars in a global Internet ruse known as the Nigerian scam.
4,Sci/Tech,France to Host Nuclear Fusion Project - EU Source (Reuters),"Reuters - The European Union is confident of a\deal on Tuesday for France to host a  #36;12 billion global nuclear\fusion project after Japan signaled it would give up its bid in\return for compensation, an EU source said on Monday."
4,Sci/Tech,SC2004 supercomputing show kicks off with focus on business IT,"The growth of supercomputing as an enterprise IT option is one of the highlights of this week's SC2004 Supercomputing Conference, which kicks off tomorrow in Pittsburgh."
4,Sci/Tech, #39;Halo 2 #39; Has Game Fans Excited," quot;San Andreas quot; likely will outsell  quot;Halo 2 quot; because there are at least 10 million more PlayStation 2 units sold than Xboxes, which are in about 14 million homes."
3,Business,Dimon to Acquire tobacco Leaf Rival Standard Commercial,Dimon to acquire tobacco leaf rival Standard Commercial
2,Sports,Kansas Hoops Takes Preseason No. 1 Spot (AP),"AP - Sure, Kansas often grabs a spot in the upper half of the AP preseason college basketball poll, but the school hasn't been No. 1 since a player named Wilt Chamberlain suited up for the Jayhawks in the 1950s."
4,Sci/Tech,Microsoft issues Internet Explorer security update,"A critical flaw in Microsoft #39;s Internet Explorer Web browser could allow a hacker to take control of a computer, the world #39;s largest software maker said Wednesday."
2,Sports,Crosby wins AL Rookie of the Year,NEW YORK (Ticker) - Oakland Athletics shortstop Bobby Crosby capably filled some big shoes and was voted the American League Rookie of the Year on Monday.
4,Sci/Tech,Apple updates Mac OS X,"New version has improve file sharing, FireWire compatibility, built-in Safari, updated graphics drivers."
3,Business,Dollar bounces off low against the euro after ECB complaints,The dollar bounced back from a new all-time low against the euro after stern comments from European Central Bank president Jean-claude Trichet about the greenback #39;s slide.
4,Sci/Tech,Treo 650 Pre-order Opens on Sprint Network,"If you are a current palmOne customer, you are eligible to a palmOne.com exclusive offer on our new Treo 650 smartphone. Pre-order yours today with or without a Sprint service plan and you #39;ll receive a FREE Bluetooth headset with your order (\$99 value)."
1,World,Guite says he never checked if ad firms fulfilled sponsorship contracts (Canadian Press),Canadian Press - OTTAWA (CP) - The former head of the federal sponsorship program says he never checked to ensure ad agencies were fulfilling their contract terms and weren't overbilling the government.
3,Business,Halliburton admits bribes  #39;may have been paid #39; in Nigeria,WASHINGTON : US oil service firm Halliburton has acknowledged that improper payments  quot;may have been made quot; to Nigerian officials through a consortium of which it was a member.
4,Sci/Tech,Feds expected to ease Net phone rules,Sources say FCC on Tuesday will further exempt Internet calls from state rules and taxes. But is cable a fly in the ointment?
1,World,US updates travel warning to Cote D #39;lvoire,"The United States on Monday updated a travel warning to Cote D #39;lvoire, citing violence and safety concerns in the African country."
4,Sci/Tech,EverQuest II begins its retail sojourn,North American retailers first to receive Sony #39;s PC MMORPG; Standard and Collectors Editions should start arriving in stores tomorrow.
4,Sci/Tech,IBM System Named Fastest Supercomputer (AP),AP - Big Blue has brought the title of the world's fastest supercomputer back to the United States for the first time in three years.
3,Business,ADV: Protect Your Family After Your Death,Get up to \$1 Million in life insurance with inexpensive rates. Highly advanced life insurance system. Get covered in 10 minutes. Manage your insurance online. No doctor visit needed.
3,Business,Stocks: Wall St. rally slows despite drop in oil prices,NEW YORK Profit-taking after Wall Street #39;s nine-session rally left stocks narrowly mixed on Monday even as oil prices continued their downward trend.
4,Sci/Tech,Intel updates Itanium 2 line,"Intel on Monday updated its Itanium 2 processors, adding a top-end model to a high-end family designed to displace chips from Sun Microsystems and IBM."
1,World,Nation shocked by hatred shown,France flew home its nine dead soldiers from the Ivory Coast yesterday. The nine died in violence at the weekend that presented a bleak contrast to the long-cultivated image of the 
2,Sports,"Gates, Brees power Chargers past Saints",SAN DIEGO - These clearly are not the San Diego Chargers of the recent gloomy past. They can pass. They can catch. They can play defense.
3,Business,"EU ssks WTO to get US, Canada to lift sanctions",The European Union has asked the World Trade Organization (WTO) to order the United States and Canada to lift sanctions on EU exports because of EU #39;s ban on hormone beef.
2,Sports,"Bowden, at Least, Is Certain to Make Moves","The meetings of Major League Baseball #39;s general managers officially open today in Key Biscayne, Fla., though Jim Bowden -- the GM of the franchise that is supposed to depart Montreal for Washington "
1,World,Colombia OKs Extradition of Drug Kingpin,"Colombian President Alvaro Uribe late Monday authorized the extradition to the United States of drug kingpin Gilberto Rodriguez Orejuela, the president's spokesman said."
1,World,Brazilian Troops to Remain in Haiti (AP),"AP - Brazilian U.N. peacekeepers will remain in Haiti until presidential elections are held in that Caribbean nation sometime next year, President Luiz Inacio Lula da Silva said Monday."
3,Business,Toshiba seeks damage against Hynix,"TOKYO (CBS.MW) -- Japan #39;s Toshiba Corp. said Tuesday it has field suit against South Korea #39;s Hynix Semiconductor Inc. in Japan and the United States, alleging infringement of Toshiba #39;s semiconductor flash memory patents."
1,World,Russian Troops Kill 22 Chechen Rebels,"Russian troops killed at least 22 rebels in separatist Chechnya on Monday, including a man officials said was linked to the assassination of Chechnya #39;s pro-Moscow president, media reported."
2,Sports,Mavericks Beat Warriors 101-98 in Overtime (AP),"AP - Dirk Nowitzki scored 25 points, including the opening basket in overtime that put Dallas ahead to stay, and the Mavericks remained unbeaten with a 101-98 victory over winless Golden State on Monday night."
1,World,EIGHT DIE AS BOMB EXPLOSIONS HIT BAGHDAD,BAGHDAD: At least eight people were killed and 45 wounded when two suspected car bombs exploded within minutes of each other outside two churches and a hospital in southern Baghdad last night.
3,Business,Boeing Probe Widens to \$100 Bln Contract," NEW YORK (Reuters) - A criminal probe of Boeing Co.'s  dealings with the U.S. Air Force is widening to include a \$100  billion Army program it oversees, the Wall Street Journal  reported on Tuesday."
3,Business,Murdoch tries to hold off takeover,"Rupert Murdoch #39;s News Corp., the world #39;s fifth-largest media company and owner of the Fox broadcast network and Fox News Channel, adopted a plan to thwart any hostile takeover after John Malone #39;s Liberty Media Corp."
3,Business,Salvation Army seeks volunteers,"The sounds of the holiday season are a joyous cacophony of loving banter, caroling and children #39;s laughter. Thanks to the classic film  quot;It #39;s a Wonderful Life, quot; everyone knows that every time a bell rings, an angel gets its wings."
1,World,After Arafat,"In his press conference last Thursday, President Bush said people who don #39;t believe in the applicability of democracy to the Arab world cannot really believe in a two-state solution to the Palestinian conflict with Israel."
2,Sports,His little pain means big gain,"He's not among the team leaders in points or minutes, two areas that Raef LaFrentz could well improve on as the NBA season moves along. But here's where he is undeniably at the top of the list for the Celtics: relief. He's playing, he's playing reasonably well ( quot;hot and cold, quot; according to coach Doc Rivers), and he's playing ..."
1,World,Bomb Explosion in Nepal's Capital Wounds 38," KATHMANDU (Reuters) - A bomb tore through a government  office in the Nepali capital on Tuesday, wounding at least 38  people in an attack police suspect was carried out by Maoist  rebels."
2,Sports,"\$8-billion deal for NFL, 2 networks","CBS and Fox will continue to televise NFL games on Sunday afternoons through the 2011 season. The price tag for the six-year deal: \$8 billion, 25 percent and 30 percent higher than the previous eight-year contracts for the two networks."
1,World,Public hostility to Iraq war at record levels: poll (AFP),"AFP - Public distaste with the Iraq war in Britain has hit its worst-ever level, with fewer than a third of people thinking it is the right thing, an opinion poll said."
4,Sci/Tech,The Great Southwest Salt Saga,How an accidental oasis in the Mexican desert sank Arizona's \$250 million desalination plant. A case study in the law of unintended consequences. By Jeff Howe from Wired magazine.
4,Sci/Tech,"The Music Mess: Advantage, Microsoft","Imagine buying a CD at Best Buy (BBY ) only to discover that it won #39;t work on the CD player you bought at Circuit City (CC ). Absurd as it sounds, this sort of situation is the rule rather than the exception in the world of legally downloaded music."
2,Sports,Eagles pay for inability to stop run,"Thirteen points in the last two games... not much of an onslaught from offensive savior Terrell Owens and his mates. Yet, with that influx of talent in "
1,World,U.S.-Led Forces Reach Central Falluja-U.S. Source," FALLUJA, Iraq (Reuters) - U.S. forces punched to the heart  of Falluja on Tuesday after fierce fighting with guerrillas in  Iraq's most rebellious city, a U.S. military source said."
1,World,EU Threatens to Go It Alone on Nuclear Fusion, BRUSSELS/VIENNA (Reuters) - The European Union warned on  Tuesday it may go ahead and build the world's first nuclear  fusion reactor with whatever partners it can find if there is  no global deal to put the project in France at talks in Vienna.
4,Sci/Tech,China homespun 3G unravels in trials,The future of Chinese 3G technology and how it is licensed by the government is in doubt today after it failed a five month trial.
4,Sci/Tech,Race on to Build Fiber Optic Networks - Alvarion (Reuters),"Reuters - Broadband services using fiber optic\networks are expected to grow in the coming years with the race\now on among companies to develop this technology, the chairman\of Israel's Alvarion Ltd.  said on Tuesday."
3,Business,Sales Help Narrow Loss for Sotheby's (Reuters),Reuters - International auctioneers Sotheby's\Holdings Inc.  on Tuesday said its third-quarter loss\narrowed slightly on higher sales.
3,Business,"To cut 75 percent of division in New York, 50 in London","LONDON (CBS.MW) - Commerzbank AG, Germany #39;s third largest bank by market value, unveiled plans on Tuesday to cut jobs and scale back its unprofitable investment banking division."
4,Sci/Tech,Wil Wheaton to speak at Macworld Expo SF (MacCentral),"MacCentral - IDG World Expo on Tuesday announced that actor, author and self-described geek Wil Wheaton will deliver ""a special feature presentation"" entitled ""Just a Geek"" at the upcoming Macworld Conference  amp; Expo in San Francisco, Calif. Macworld Expo takes place at the Moscone Center from January 10 - 14, 2005, and Wheaton's presentation will take place on January 13 at 9:30 AM. There will be a book signing after his presentation."
3,Business,New York Times to Sell Its Headquarters," NEW YORK (Reuters) - New York Times Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NYT.N target=/stocks/quickinfo/fullquote""&gt;NYT.N&lt;/A&gt; will sell  its midtown Manhattan headquarters building to a partnership  led by Tishman Speyer Properties for \$175 million, the  companies said."
1,World,British hostage calls home,A British UN worker who was kidnapped in Afghanistan by Islamic militants nearly two weeks ago has telephoned her family to say she is still alive.
3,Business,Online Trading Tips (The Motley Fool),"The Motley Fool - Those nice folks at the Securities and Exchange Commission (SEC), charged with (among other things) looking out for the interests of individual investors, never stop trying to help us out. Their sec.gov website, for example, offers a bunch of tips for those of us who trade stocks online."
3,Business,Unrest blocks Ivory Coast cocoa,"Unrest in Ivory Coast, the world's biggest cocoa producer, stops shipments from the country's two ports despite a lull in fighting."
2,Sports,Robinson thrilled with England captaincy,JASON Robinson settled into life as England captain and admitted he had no hesitation in accepting the post. Robinson #39;s  #39;fantastic job #39; in leading Sale Sharks to the Zurich Premiership summit was also revealed 
4,Sci/Tech,FCC further deregulates Net calls,States are now barred from imposing telecommunications regulations on Net phone providers.
3,Business,Dell Plans North Carolina Plant," NEW YORK (Reuters) - Dell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DELL.O target=/stocks/quickinfo/fullquote""&gt;DELL.O&lt;/A&gt; on Tuesday said it  will open a third U.S. manufacturing plant, a plant in North  Carolina employing 1,500 workers, marking a rare example of a  U.S. high-tech company expanding domestic production."
3,Business,IMF report  #39;not all good news #39;,LABOR has accused the Federal Government of engaging in reckless spending which could push up interest rates. The claim came as the International Monetary Fund (IMF) gave the Government and the Reserve Bank a glowing report card.
1,World,Italian police fear Naples mob war,"chiefs hold emergency meetings over how to combat a mob turf battle in the southern Italian city. were the latest victims of a struggle for control a multi-billion dollar trade in drugs, arms and prostitution."
4,Sci/Tech,Got Firefox?,"I #39;m dating myself here, but I can vividly recall the web browser scene ten years ago, when I #39;d eagerly download every new version of Netscape Navigator the moment it was released."
3,Business,Give Sonic Solutions More Play,The digital media software developer deserves more attention from investors.
3,Business,Anthem merger could be back on fast track,California insurance commissioner expected to announce today that he will allow \$16.4 billion deal with WellPoint Health Networks to take place.
2,Sports,UPDATE 1-Mutu to continue career in England or Italy,"Romanian striker Adrian Mutu, dismissed by English Premier League club Chelsea for taking cocaine, said on Tuesday he would continue his career in England or Italy after completing a seven-month ban."
4,Sci/Tech,Double MyDoom for Internet Explorer flaw,A second MyDoom offshoot is taking advantage of an unpatched security hole in Microsoft's Web browser to spread.
2,Sports,Lefty May to Padres in trade for Long,"With the rival Dodgers expressing interest in David Wells, the Padres yesterday traded for another left-handed starting pitcher, Darrell May, a move they said is unrelated to their attempts to re-sign Wells."
3,Business,Oil Ends Nearly \$2 Down," NEW YORK (Reuters) - Oil prices slid nearly \$2 a barrel to  end at 7-week lows on Tuesday, as growing signs of ample supply  eased concerns over fuel stocks for the northern winter."
3,Business,"ADV: \$175,000 Mortgage for Under \$730/Month",Mortgage rates are at record lows. Save \$1000s on your mortgage payment. Free quotes.
2,Sports,Wannstedt was one of the good guys,"Almost every single week I spend Monday morning reading the papers, watching TV and talking to my wife -- who is a great football fan."
4,Sci/Tech,E-mail commerce vs. politics,"Solving the nation #39;s spam problem will require a balancing act, legal and privacy experts said today in Washington, DC, at a meeting sponsored by the Federal Trade Commission."
4,Sci/Tech,FCC frees VoIP service from state regulations,"In a ruling that could have implications for increasingly popular VoIP services, the FCC ruled today that a VoIP service from Vonage Holdings is not subject to the public utility regulations of individual states."
1,World,The men who could replace Arafat,Analysts say securing the popular vote is key for the credibility of new Palestinian leadership.
4,Sci/Tech,Kyoto Protocol not enough to stop warming: scientists,"REYKJAVIK, ICELAND - Canadian scientists at an international symposium on climate change say a new report shows the Kyoto Protocol agreement on limiting fossil fuel emissions is not enough to slow the potentially disastrous warming of the planet."
4,Sci/Tech,Sun readies tools line for Solaris 10,Development tools for upcoming upgrade to Unix operating system will be coming soon.
1,World,The conflict without Arafat,"The imminent passing of Yasser Arafat will mark the beginning of a new era in the Arab-Israeli conflict. For a century, Palestinian national politics has been dominated by two men: Hajj Amin al-Husseini led "
3,Business,Cisco Systems Earnings Rise 29 Percent," CHICAGO (Reuters) - Cisco Systems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CSCO.O target=/stocks/quickinfo/fullquote""&gt;CSCO.O&lt;/A&gt;, the  biggest maker of equipment that directs data over the Internet,  on Tuesday said quarterly earnings rose 29 percent on stronger  demand for its networking gear."
2,Sports,Coaching change won #39;t help Dolphins win,Here #39;s what you didn #39;t hear from the Dolphins on Tuesday: You didn #39;t hear anyone suggest this day helps them win. You didn #39;t hear anyone pretend this franchise is improved.
3,Business,TechBrief: States can #39;t regulate Net phones,US regulators ruled Tuesday that providers of Internet-based telephone call services fall under the jurisdiction of the federal government and cannot be regulated by states.
2,Sports,British grand prix thrown a lifeline,"The British grand prix may, after all, be on next year #39;s calendar after a dramatic development yesterday as nine of the 10 formula one teams agreed to cost-cutting measures that could allow the race to take place on July 3."
4,Sci/Tech,"Northrop, Boeing to Issue Joint NASA Bid (AP)","AP - Defense contractor Northrop Grumman Corp. and Boeing Co., the world's largest aerospace company, said Tuesday they will bid as a team to compete for NASA's planned manned and robotic space exploration program."
4,Sci/Tech,Connecticut Man Accused of Selling Microsoft Code,A Connecticut computer hacker was arrested yesterday and charged with selling copies of Microsoft Windows proprietary source code.
3,Business,FCC Takes on Oversight of Internet Phone Services,The Federal Communications Commission seized regulatory control over Internet-based telephone services on Tuesday by issuing an order that sharply limited the role of state regulators.
3,Business,FCC Rules Vonage is Not Subject to State Jurisdiction,The FCC ruled that Vonage #39;s broadband telephony service is not subject to traditional state public utility regulation and asserted its federal authority over VoIP.
2,Sports,"Isiah Thomas, Nobody #39;s Fool, Won #39;t Coach These Knicks","WITH the Knicks shedding assistant coaches like a volcano emits warning rumbles, and the Nets reverting back to the bad old days, it could be a long winter for New York."
1,World,Peace Corps Opens Office in Mexico,"The Peace Corps has opened its first office in Mexico, staffed largely with a new breed of volunteers -- older people with expertise in computers, engineering and business, Peace Corps Director Gaddi H. Vasquez said Tuesday."
4,Sci/Tech,F.C.C. Takes on Oversight of Internet Phone Services,The Federal Communications Commission seized regulatory control over Internet-based telephone services by issuing an order that sharply limited the role of state regulators.
4,Sci/Tech,Microsoft to back customers in infringement cases,Nearly all its customers will be indemnified against claims that their use of Microsoft software infringed on any intellectual property claims.
3,Business,"Marsh  amp; McLennan to lay off 3,000 workers as it deals with fallout &lt;b&gt;...&lt;/b&gt;","NEW YORK -- Marsh  amp; McLennan, the nation #39;s largest insurance brokerage, said Tuesday it will lay off 3,000 employees, or about 5 percent of its work force, because of fallout from a bid-rigging scandal that has engulfed the insurance industry."
3,Business,"US stocks: Dow dips, Nasdaq up in wait for word on rates","NEW YORK - The blue-chip Dow average ended slightly lower, while the tech-driven Nasdaq inched higher on Tuesday as investors waited for hints from the Federal Reserve about the pace of interest-rate increases on Wednesday."
3,Business,"Buy a GM Car at 0 Now, Get the Same Deal in 5 Years","General Motors has a new pitch for car shoppers to coincide with an expected rate hike Wednesday from the Federal Reserve. GM #39;s program, called  quot;Lock  #39;n #39; Roll, quot; will give shoppers who buy a "
3,Business,China's October industrial output up 15.7 percent (AFP),"AFP - China's industrial output growth in October slowed to 15.7 percent year-on-year after a 16.1 percent gain in September, suggesting government lending curbs are cooling the economy."
4,Sci/Tech,Peak Downloads For Firefox Slows Mozilla Site,"Firefox 1.0- Mozilla Foundation #39;s first product aimed at users looking for an alternate browser, has met with an overwhelming response from users worldwide."
1,World,Ivory Coast snapshot,Rebels have been in control of the northern regions since a failed coup in 2002. Recent unrest has unraveled a 2003 cease-fire between the government and rebels.
2,Sports,Magic Wins With Hill; Pacers Making Do (AP),"AP - The Orlando Magic are seeing just what they missed when Grant Hill was sidelined by injury year after year. Without Ron Artest and a slew of injured players, the Indiana Pacers haven't missed a beat."
4,Sci/Tech,Vodafone begins 3G mobile service,"Vodafone has launched its UK third-generation (3G) services for mobile phones, offering video calls, music downloads and games. The 3G technology enables users to download data at a faster rate than before "
4,Sci/Tech,Researchers Show Supercomputer Projects (AP),"AP - They help predict the path of weather halfway around the world or in space, shed light on the death of dinosaurs and train pilots to fly in Alaska. They're supercomputers, capable of high-speed calculations that would take people trillions of years to do."
3,Business,NAB slide  #39;unacceptable #39; says Stewart,SCOTSMAN John Stewart - drafted in to turn around Australia #39;s largest bank - said today the overhaul of National Australia Bank will take several years as he unveiled an  #39;unacceptable #39; 15 fall in the group #39;s full-year cash earnings.
1,World,Afghan Kidnappers Say Government Agrees Deal," KABUL (Reuters) - Kidnappers of three U.N. workers in  Afghanistan said on Wednesday the government had agreed to  terms for their release, despite indications from Afghan and  U.S. officials that a compromise was not possible."
2,Sports,"Zo, Nets break the ice",The score was in the low 60s. The teams combined to shoot 29 and make an NBA record-low 44 field goals. Several players added floor burns to their tattoos and Shareef Abdur-Rahim even suffered a bloody gash on his head.
3,Business,Anthem-WellPoint deal OKd,"Insurance Commissioner John Garamendi dropped his objection to Anthem Inc. #39;s purchase of WellPoint Health Networks Inc. after the companies agreed to spend \$265 million, more than double their previous commitment "
1,World,Japan on alert as suspected Chinese sub detected in territorial waters (AFP),"AFP - Japan was on alert after a suspected Chinese nuclear submarine entered its waters near a disputed gasfield, setting off a high seas chase amid mounting disputes between the two countries."
4,Sci/Tech,Fans Flock to Buy Sci-Fi Epic 'Halo 2',"There's a new media king, only he isn't on the radio or in the movies. His name? Master Chief. His role: Interstellar soldier and star of ""Halo 2,"" one of the most anticipated video games ever. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-AP&lt;/B&gt;&lt;/FONT&gt;"
4,Sci/Tech,"Nike, a magic camera and Gran Turismo  Shots and explanation &lt;b&gt;...&lt;/b&gt;","So yesterday SPOnG began receiving shots of a suitcase from Japan. The suitcase contained some Nike Shox trainers, a t-shirt, and a copy of Gran Turismo 4. There was talk that the t-shirt unlocks a special "
