gender;age;education_level;institution_type;IT_student;location;electricity_supply;financial_condition;internet_type;network_type;class_duration;learning_system;device;adaptivity_level;ID_student
Girl;16-20;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;UN731
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN732
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN733
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN734
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;High;SN735
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SN736
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN737
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN738
Boy;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG739
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Tab;Moderate;CG740
Boy;nov-15;School;Non Government;Yes;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN741
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN742
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UN743
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG744
Boy;21-25;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG745
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;CG746
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG747
Boy;21-25;University;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;Yes;Mobile;High;UN748
Boy;21-25;University;Non Government;Yes;No;High;Poor;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN749
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN750
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG751
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN752
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG753
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;2G;03-jun;No;Mobile;Moderate;UN754
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN755
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Computer;Moderate;UG756
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;Low;UG757
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN758
Boy;21-25;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG759
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG760
Girl;21-25;University;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG761
Girl;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;03-jun;No;Computer;Moderate;UN762
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UN763
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN764
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN765
Girl;16-20;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN766
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN767
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CG768
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;High;CN769
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN770
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN771
Girl;21-25;University;Non Government;Yes;No;High;Poor;Wifi;2G;03-jun;Yes;Tab;Low;UN772
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN773
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;03-jun;No;Mobile;Low;UN774
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN775
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN776
Girl;21-25;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG777
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN778
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN779
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN780
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN781
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SN782
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN783
Boy;21-25;University;Non Government;No;No;Low;Poor;Mobile Data;4G;01-mar;Yes;Mobile;Low;UN784
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN785
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN786
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG787
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Mobile;High;SN788
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN789
Girl;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG790
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN791
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG792
Girl;nov-15;School;Non Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN793
Boy;21-25;University;Government;No;No;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UG794
Girl;16-20;College;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CN795
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN796
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;4G;03-jun;No;Mobile;Moderate;UG797
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN798
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Moderate;UN799
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN800
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN801
Boy;nov-15;School;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Computer;Low;SN802
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN803
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Low;UG804
Boy;06-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG805
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG806
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN807
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN808
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN809
Boy;26-30;University;Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;No;Computer;High;UG810
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN811
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN812
Boy;21-25;University;Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG813
Boy;nov-15;School;Non Government;No;Yes;Low;Rich;Mobile Data;3G;01-mar;No;Mobile;High;SN814
Girl;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG815
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG816
Boy;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN817
Girl;16-20;College;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG818
Boy;nov-15;School;Government;No;No;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SG819
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN820
Girl;06-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN821
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN822
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN823
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UN824
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN825
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN826
Girl;21-25;University;Non Government;Yes;No;High;Mid;Wifi;4G;01-mar;Yes;Computer;Moderate;UN827
Boy;21-25;University;Non Government;Yes;No;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN828
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG829
Boy;16-20;College;Government;No;Yes;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG830
Boy;nov-15;School;Non Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN831
Boy;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN832
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN833
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;03-jun;Yes;Computer;Low;UN834
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN835
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN836
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG837
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG838
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN839
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SN840
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;High;CN841
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN842
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Computer;Moderate;UG843
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN844
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN845
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN846
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN847
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;High;SN848
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN849
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN850
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;CG851
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN852
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN853
Girl;16-20;School;Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;SG854
Girl;21-25;College;Government;No;No;High;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG855
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;Low;SG856
Girl;16-20;College;Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;CG857
Boy;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UG858
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN859
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UN860
Boy;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN861
Girl;26-30;University;Government;No;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Low;UG862
Girl;06-oct;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG863
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN864
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN865
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN866
Girl;16-20;University;Non Government;Yes;No;Low;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN867
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN868
Girl;06-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN869
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG870
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN871
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG872
Girl;16-20;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN873
Girl;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CG874
Girl;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Moderate;UN875
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN876
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN877
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN878
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN879
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN880
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Low;SG881
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN882
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;03-jun;No;Mobile;Moderate;SN883
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN884
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG885
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN886
Boy;21-25;University;Non Government;Yes;Yes;High;Mid;Mobile Data;3G;03-jun;Yes;Mobile;Moderate;UN887
Girl;16-20;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Computer;Moderate;UN888
Boy;26-30;University;Non Government;Yes;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;UN889
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Computer;Moderate;UG890
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;CN891
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Wifi;3G;01-mar;No;Mobile;Moderate;SN892
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN893
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN894
Girl;21-25;University;Non Government;Yes;No;High;Mid;Wifi;4G;01-mar;Yes;Computer;Moderate;UN895
Girl;21-25;University;Non Government;Yes;Yes;High;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN896
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG897
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Low;UN898
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;UN899
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Computer;Moderate;CN900
Boy;21-25;University;Non Government;No;No;Low;Mid;Mobile Data;4G;01-mar;Yes;Mobile;Moderate;UN901
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN902
Girl;16-20;College;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Moderate;CN903
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN904
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Mobile;High;SN905
Girl;nov-15;School;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;Low;SG906
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN907
Boy;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SN908
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;SN909
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN910
Boy;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Low;UG911
Boy;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG912
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN913
Girl;06-oct;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN914
Boy;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG915
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN916
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG917
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;4G;01-mar;Yes;Computer;High;UN918
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN919
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN920
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN921
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;3G;01-mar;No;Computer;Moderate;UN922
Boy;16-20;College;Government;Yes;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;CG923
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;High;UN924
Girl;21-25;College;Government;Yes;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;CG925
Boy;21-25;University;Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG926
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN927
Boy;06-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN928
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG929
Girl;nov-15;School;Non Government;Yes;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN930
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN931
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN932
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;03-jun;No;Computer;Moderate;UN933
Boy;06-oct;School;Government;No;No;High;Mid;Mobile Data;2G;01-mar;No;Mobile;Low;SG934
Boy;16-20;College;Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Tab;Moderate;CG935
Boy;21-25;University;Non Government;No;Yes;Low;Rich;Wifi;4G;03-jun;No;Tab;High;UN936
Girl;nov-15;School;Non Government;No;Yes;Low;Poor;Mobile Data;3G;01-mar;No;Mobile;Low;SN937
Girl;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Moderate;SN938
Girl;06-oct;School;Non Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;High;SN939
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN940
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;UG941
Girl;16-20;College;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CN942
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN943
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;Yes;Computer;Moderate;UN944
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN945
Boy;16-20;College;Non Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;CN946
Girl;01-may;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN947
Boy;16-20;College;Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;CG948
Boy;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN949
Boy;21-25;University;Non Government;Yes;Yes;High;Poor;Wifi;3G;03-jun;No;Mobile;Low;UN950
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;03-jun;No;Computer;Low;UN951
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;3G;01-mar;Yes;Mobile;Moderate;CG952
Boy;16-20;School;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;SG953
Girl;06-oct;School;Non Government;No;Yes;Low;Mid;Wifi;3G;01-mar;No;Mobile;High;SN954
Boy;nov-15;School;Government;No;No;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SG955
Boy;nov-15;School;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;High;SN956
Boy;21-25;University;Government;No;No;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG957
Boy;06-oct;School;Non Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN958
Girl;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN959
Girl;16-20;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;Yes;Mobile;Low;UG960
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Tab;Moderate;UN961
Boy;21-25;University;Non Government;Yes;Yes;Low;Rich;Wifi;4G;01-mar;Yes;Computer;High;UN962
Girl;21-25;University;Non Government;No;No;Low;Mid;Wifi;4G;01-mar;No;Mobile;Moderate;UN963
Girl;16-20;College;Non Government;No;Yes;High;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CN964
Boy;16-20;College;Government;No;Yes;Low;Mid;Wifi;4G;03-jun;No;Mobile;Moderate;CG965
Boy;21-25;University;Non Government;No;Yes;Low;Mid;Mobile Data;4G;01-mar;No;Mobile;Low;UN966
Boy;21-25;University;Non Government;Yes;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UN967
Girl;01-may;School;Non Government;No;Yes;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;SN968
Boy;26-30;University;Government;Yes;No;Low;Poor;Mobile Data;4G;01-mar;No;Mobile;Moderate;UG969
Girl;nov-15;School;Government;No;Yes;Low;Rich;Wifi;4G;01-mar;No;Mobile;Moderate;SG970
Girl;nov-15;School;Non Government;No;No;High;Mid;Mobile Data;3G;01-mar;No;Mobile;Low;SN971
Girl;26-30;University;Government;No;Yes;Low;Mid;Wifi;4G;01-mar;No;Mobile;Low;UG972
Boy;16-20;School;Government;No;Yes;Low;Rich;Mobile Data;4G;01-mar;No;Mobile;Moderate;SG973
Boy;21-25;University;Government;No;Yes;Low;Mid;Mobile Data;3G;01-mar;Yes;Mobile;Low;UG974
